file,settimana,modifiche,data_rota,staff,tipo_turno,ore_lavoro,ora_entrata,ora_uscita,linea_completa,periodo,data_parsed,giorno_settimana,is_weekend,festivo,is_festivo
ROTA 1 mod1_301224-050125 - PISA.pdf,1.0,mod1,lunedì 30 dicembre 2024,VIS,NORMALE,7,04:30,11:30,"VIS 04.30-11.30 7,0 4:30 11:30 PAC 04.30-11.30 7,0 4:30 11:30 CIR 04.30-12.30 8,0 4:30 12:30 PAG 04.30-12.30 8,0 4:30 12:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 1 mod1_301224-050125 - PISA.pdf,1.0,mod1,lunedì 30 dicembre 2024,VIS,NORMALE,8,11:30,19:30,"PAG 11.30-19.30 8,0 11:30 19:30 VIS 11.30-17.30 6,0 11:30 17:30 TAM 13.00-19.00 6,0 13:00 19:00 CIR 12.00-20.00 8,0 12:00 20:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 1 mod1_301224-050125 - PISA.pdf,1.0,mod1,lunedì 30 dicembre 2024,VIS,NORMALE,6,07:00,13:00,"PISA ARRIVI PAC 07.00-13.00 6,0 7:00 13:00 PAG 07.00-14.00 7,0 7:00 15:00 VIS 08.00-15.00 7,0 8:00 15:00 TAM 09.00-15.00 6,0 9:00 15:00 VIS 08.00-14.00 6,0 8:00 14:00 MOR 09.00-15.00 6,0 9:00 15:00 MOR 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 1 mod1_301224-050125 - PISA.pdf,1.0,mod1,lunedì 30 dicembre 2024,VIS,NORMALE,6,15:00,21:00,"TAM 15.00-21.00 6,0 15:00 21:00 VIS 15.00-21.00 6,0 15:00 21:00 CIR 14.00-22.00 8,0 14:00 22:00 PAC 15.00-21.00 6,0 15:00 21:00 CIR 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 1 mod1_301224-050125 - PISA.pdf,1.0,mod1,lunedì 30 dicembre 2024,VIS,RIPO,,01:00,09:00,CIR RIPO 1:00 9:00 CIR RIPO 1:00 9:00 PAG FEST 8:00 16:00 MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,NORMALE,8,04:30,12:30,"VIS 04.30-12.30 8,0 4:30 12:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,NORMALE,6,07:00,13:00,"PISA PARTENZE PAG 07.00-13.00 6,0 7:00 13:00 TAM 06.00-12.00 6,0 6:00 12:00 VIS 07.00-13.00 6,0 7:00 13:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,NORMALE,6,12:30,18:30,"CIR 12.30-18.30 6,0 12:30 18:30 TAM 13.00-19.00 6,0 13:00 19:00 VIS 12.00-18.00 6,0 12:00 18:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,NORMALE,6,08:00,14:00,"PISA ARRIVI MOR 08.00-14.00 6,0 8:00 14:00 PAG 09.00-15.00 6,0 9:00 15:00 VIS 08.00-14.00 6,0 8:00 14:00 PAG 09.00-15.00 6,0 9:00 15:00 CIR 08.00-14.00 6,0 8:00 14:00 MOR 09.00-15.00 6,0 9:00 15:00 CIR 08.00-15.00 7,0 8:00 15:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,NORMALE,8,14:00,22:00,"PAG 14.00-22.00 8,0 14:00 22:00 VIS 15.00-21.00 6,0 15:00 21:00 PAG 14.00-20.00 6,0 14:00 20:00 TAM 15.00-21.00 6,0 15:00 21:00 MOR 14.00-20.00 6,0 14:00 20:00 CIR 15.00-21.00 6,0 15:00 21:00 TAM 15.00-22.00 7,0 15:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 2 mod1_060125-120125 - PISA.pdf,2.0,mod1,lunedì 6 gennaio 2025,VIS,RIPO,,01:00,09:00,TAM FEST 1:00 9:00 TAM RDOM 1:00 9:00 CIR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 PAG RIPO 1:00 9:00 PAC RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,7,04:30,11:30,"CIR 04.30-11.30 7,0 4:30 11:30 TAM 05.00-13.00 8,0 5:00 13:00 MOR 04.30-12.30 8,0 4:30 12:30 VIS 04.30-12.30 8,0 4:30 11:30 PAG 06.00-12.00 6,0 6:00 12:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,7,11:30,18:30,"115 VIS 11.30-18.30 7,0 11:30 18:30 CIR 12.00-18.00 6,0 12:00 18:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,8,12:30,20:30,"TAM 12.30-20.30 8,0 12:30 20:30 MOR 12.30-20.30 8,0 12:30 20:30 VIS 14.30-20.30 6,0 14:30 20:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,6,14:00,20:00,"121 VIS 14.00-20.00 6,0 14:00 20:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,8,14:00,22:00,"MOR 14.00-22.00 8,0 14:00 22:00 PAC 15.00-21.00 6,0 15:00 21:00 PAC 15.00-21.00 6,0 15:00 21:00 TAM 14.00-22.00 8,0 14:00 22:00 VIS 15.00-21.00 6,0 15:00 21:00 PAG 15.00-22.00 7,0 15:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,NORMALE,,,,STRAORDINARIO VIS 1H,Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,RIPO,,01:00,09:00,PAC RIPO 1:00 9:00 MOR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 3_130125-190125 - PISA.pdf,3.0,,lunedì 13 gennaio 2025,VIS,RIPO,,01:00,09:00,TAM RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAG RDOM 1:00 9:00 VIS RDOM 1:00 9:00 PAC RDOM 1:00 9:00 TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 4_200125-260125 -PISA.pdf,4.0,,lunedì 20 gennaio 2025,VIS,NORMALE,6,07:30,13:30,"PISA PARTENZE VIS 7.30-13.30 6,0 7:30 13:30 MOR 08.00-14.00 6,0 8:00 14:00 TAM 08.00-14.00 6,0 8:00 14:00 PAC 07.00-15.00 8,0 7:00 15:00 VIS 07.30-14.30 7,0 7:30 14:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 4_200125-260125 -PISA.pdf,4.0,,lunedì 20 gennaio 2025,VIS,NORMALE,6,14:00,20:00,"TAM 14.00-20.00 6,0 14:00 20:00 MOR 14.00-20.00 6,0 14:00 20:00 CIR 12.30-19.30 7,0 12:30 19:30 VIS 13.00-20.00 7,0 13:00 20:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 4_200125-260125 -PISA.pdf,4.0,,lunedì 20 gennaio 2025,VIS,NORMALE,6,14:00,20:00,"121 VIS 14.00-20.00 6,0 14:00 20:00 VIS 14.00-20.00 6,0 14:00 20:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 4_200125-260125 -PISA.pdf,4.0,,lunedì 20 gennaio 2025,VIS,RIPO,,01:00,09:00,TAM RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAG RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 MOR RDOM 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,NORMALE,8,04:30,12:30,"PAG 04.30-12.30 8,0 4:30 12:30 PAG 05.00-13.00 8,0 5:00 13:00 VIS 04.30-12.30 8,0 4:30 11:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,NORMALE,6,14:00,20:00,"VIS 14.00-20.00 6,0 14:00 20:00 CIR 13.00-20.00 7,0 13:00 20:00 MOR 13.00-19.00 6,0 13:00 19:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,NORMALE,6,08:00,14:00,"PISA ARRIVI MOR 08.00-14.00 6,0 8:00 14:00 CIR 09.00-15.00 6,0 9:00 15:00 PAG 07.00-15.00 8,0 7:00 15:00 VIS 09.00-15.00 6,0 9:00 15:00 MOR 07.30-14.30 7,0 7:30 14:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,NORMALE,6,15:00,21:00,"TAM 15.00-21.00 6,0 15:00 21:00 VIS 15.00-21.00 6,0 15:00 21:00 VIS 15.00-22.00 7,0 15:00 22:00 MOR 15.00-22.00 7,0 15:00 22:00 TAM 15.00-21.00 6,0 15:00 21:00 PAG 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,NORMALE,,,,STRAORDINARIO VIS 1H,Periodo 1 (Gen-Apr),,,False,,False
ROTA 5_270125-020225 -PISA.pdf,5.0,,lunedì 27 gennaio 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAG RDOM 1:00 9:00 MOR RDOM 1:00 9:00 VIS RDOM 1:00 9:00 PAC RIPO 1:00 9:00 CIR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 6_030225-090225 -PISA.pdf,6.0,,lunedì 3 febbraio 2025,VIS,NORMALE,7,04:30,11:30,"MOR 04.30-11.30 7,0 4:30 11:30 TAM 05.00-13.00 8,0 5:00 13:00 PAG 04.30-12.30 8,0 4:30 12:30 VIS 06.00-13.00 7,0 6:00 13:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 6_030225-090225 -PISA.pdf,6.0,,lunedì 3 febbraio 2025,VIS,NORMALE,8,11:30,19:30,"PAG 11.30-19.30 8,0 11:30 19:30 VIS 14.00-20.00 6,0 14:00 20:00 PAC 13.00-19.00 6,0 13:00 19:00 VIS 13.00-19.00 6,0 13:00 19:00 MOR 13.00-19.00 6,0 13:00 19:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 6_030225-090225 -PISA.pdf,6.0,,lunedì 3 febbraio 2025,VIS,NORMALE,7,08:00,15:00,"PISA ARRIVI CIR 08.00-15.00 7,0 8:00 15:00 PAC 09.00-15.00 6,0 9:00 15:00 VIS 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 6_030225-090225 -PISA.pdf,6.0,,lunedì 3 febbraio 2025,VIS,NORMALE,7,15:30,22:30,"VIS 15.30-22.30 7,0 15:30 22:30 MOR 15.00-21.00 6,0 15:00 21:00 CIR 14.00-20.00 6,0 14:00 20:00 PAC 15.00-21.00 6,0 15:00 21:00 MOR 15.00-22.00 7,0 15:00 22:00 CIR 15.00-21.00 6,0 15:00 21:00 PAC 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 6_030225-090225 -PISA.pdf,6.0,,lunedì 3 febbraio 2025,VIS,RIPO,,01:00,09:00,PAC RIPO 1:00 9:00 PAG RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 TAM RIPO 1:00 9:00 TAM RIPO 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,NORMALE,8,04:30,12:30,"VIS 04.30-12.30 8,0 4:30 12:30 TAM 04.30-11.30 7,0 4:30 11:30 CIR 07.00-13.00 6,0 7:00 13:00 VIS 06.00-12.00 6,0 6:00 12:00 PAG 04.30-12.30 8,0 4:30 12:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,NORMALE,8,09:00,17:00,"115 VIS 09.00-17.00 8,0 9:00 15:00 MOR 08.00-16.00 8,0 8:00 16:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,NORMALE,8,11:30,19:30,"MOR 11.30-19.30 8,0 11:30 19:30 VIS 13.00-19.00 6,0 13:00 19:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,NORMALE,6,15:00,21:00,"CIR 15.00-21.00 6,0 15:00 21:00 TAM 14.00-20.00 6,0 14:00 20:00 PAG 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 TAM 15.00-22.00 7,0 15:00 22:00 TAM 15.00-21.00 6,0 15:00 21:00 PAC 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,NORMALE,,,,STRAORDINARIO VIS 2H,Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD1_100225-160225 -PISA.pdf,7.0,mod1,lunedì 10 febbraio 2025,VIS,RIPO,,01:00,09:00,TAM RIPO 1:00 9:00 CIR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAG RDOM 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD2_100225-160225 -PISA.pdf,7.0,mod2,lunedì 10 febbraio 2025,VIS,NORMALE,8,04:30,12:30,"VIS 04.30-12.30 8,0 4:30 12:30 CIR 07.00-13.00 6,0 7:00 13:00 VIS 06.00-12.00 6,0 6:00 12:00 PAG 04.30-12.30 8,0 4:30 12:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD2_100225-160225 -PISA.pdf,7.0,mod2,lunedì 10 febbraio 2025,VIS,NORMALE,6,13:00,19:00,"VIS 13.00-19.00 6,0 13:00 19:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD2_100225-160225 -PISA.pdf,7.0,mod2,lunedì 10 febbraio 2025,VIS,NORMALE,6,15:00,21:00,"CIR 15.00-21.00 6,0 15:00 21:00 VIS 14.00-20.00 6,0 14:00 20:00 PAG 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 TAM 15.00-22.00 7,0 15:00 22:00 TAM 15.00-21.00 6,0 15:00 21:00 PAC 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 7 MOD2_100225-160225 -PISA.pdf,7.0,mod2,lunedì 10 febbraio 2025,VIS,RIPO,,01:00,09:00,TAM RIPO 1:00 9:00 CIR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAC RIPO 1:00 9:00 PAG RDOM 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 8_170225-230225 -PISA.pdf,8.0,,lunedì 17 febbraio 2025,VIS,NORMALE,7,04:30,11:30,"VIS 04.30-11.30 7,0 4:30 11:30 CIR 07.00-13.00 6,0 7:00 13:00 PAG 06.00-12.00 6,0 6:00 12:00 TAM 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 8_170225-230225 -PISA.pdf,8.0,,lunedì 17 febbraio 2025,VIS,NORMALE,6,09:00,15:00,"PAG 09.00-15.00 6,0 9:00 15:00 PAG 08.00-14.00 6,0 8:00 14:00 TAM 08.00-14.00 6,0 8:00 14:00 VIS 09.00-15.00 6,0 9:00 15:00 PAC 08.00-15.00 7,0 8:00 15:00 PAC 09.00-15.00 6,0 9:00 15:00 CIR 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 8_170225-230225 -PISA.pdf,8.0,,lunedì 17 febbraio 2025,VIS,NORMALE,6,15:00,21:00,"PAC 15.00-21.00 6,0 15:00 21:00 VIS 14.00-20.00 6,0 14:00 20:00 VIS 14.00-20.00 6,0 14:00 20:00 PAC 15.00-21.00 6,0 15:00 21:00 VIS 15.00-22.00 7,0 15:00 22:00 CIR 15.00-21.00 6,0 15:00 21:00 PAG 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 8_170225-230225 -PISA.pdf,8.0,,lunedì 17 febbraio 2025,VIS,RIPO,,01:00,09:00,PAC RIPO 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00 PAG RDOM 1:00 9:00 VIS RIPO 1:00 9:00 MOR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 8_170225-230225 -PISA.pdf,8.0,,lunedì 17 febbraio 2025,VIS,RIPO,,01:00,09:00,TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00 PAC RDOM 1:00 9:00 PAG RIPO 1:00 9:00 MOR RIPO 1:00 9:00 MOR RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 9 MOD1_240225-020325 -PISA.pdf,9.0,mod1,lunedì 24 febbraio 2025,VIS,RIPO,,01:00,09:00,MOR RIPO 1:00 9:00 CIR RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 9 MOD1_240225-020325 -PISA.pdf,9.0,mod1,lunedì 24 febbraio 2025,VIS,FERIOR,,08:00,16:00,VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00 VIS FERIOR 8 8:00 16:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,NORMALE,8,09:00,17:00,"115 PAC 09.00-17.00 8,0 9:00 17:00 VIS 09.00-17.00 8,0 9:00 17:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,NORMALE,6,14:00,20:00,"VIS 14.00-20.00 6,0 14:00 20:00 CIR 14.00-21.00 7,0 14:00 21:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,NORMALE,6,09:00,15:00,"CIR 09.00-15.00 6,0 9:00 15:00 PAC 08.00-14.00 6,0 8:00 14:00 MOR 08.00-14.00 6,0 8:00 14:00 PAC 09.00-15.00 6,0 9:00 15:00 TAM 08.00-14.00 6,0 8:00 14:00 VIS 09.00-15.00 6,0 9:00 15:00 MOR 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,NORMALE,6,15:00,21:00,"TAM 15.00-21.00 6,0 15:00 21:00 CIR 14.00-20.00 6,0 14:00 20:00 PAC 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 VIS 14.00-20.00 6,0 14:00 20:00 TAM 15.00-21.00 6,0 15:00 21:00 PAG 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,RIPO,,01:00,09:00,MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00 TAM RDOM 1:00 9:00 CIR RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAG RIDOM 1:00 9:00 VIS RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 10 _03.03-09.03.25 -PISA.pdf,10.0,,lunedì 3 marzo 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 TAM RIPO 1:00 9:00 PAG RIPO 1:00 9:00 CIR RDOM 1:00 9:00 PAC RIPO 1:00 9:00 PAC RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 11 _10.03-16.03.25 -PISA.pdf,11.0,,lunedì 10 marzo 2025,VIS,NORMALE,6,12:30,18:30,"CIR 12.30-18.30 6,0 12:30 18:30 VIS 13.00-19.00 6,0 13:00 19:00 PAC 12.00-18.00 6,0 12:00 18:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 11 _10.03-16.03.25 -PISA.pdf,11.0,,lunedì 10 marzo 2025,VIS,NORMALE,6,09:00,15:00,"CIR 09.00-15.00 6,0 9:00 15:00 PAG 08.00-14.00 6,0 8:00 14:00 VIS 08.00-14.00 6,0 8:00 14:00 PAG 09.00-15.00 6,0 9:00 15:00 MOR 08.00-14.00 6,0 8:00 14:00 MOR 09.00-15.00 6,0 9:00 15:00 VIS 08.00-16.00 8,0 8:00 16:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 11 _10.03-16.03.25 -PISA.pdf,11.0,,lunedì 10 marzo 2025,VIS,NORMALE,6,15:00,21:00,"MOR 15.00-21.00 6,0 15:00 21:00 PAC 14.00-20.00 6,0 14:00 20:00 CIR 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 PAC 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 CIR 16.00-22.00 6,0 16:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 11 _10.03-16.03.25 -PISA.pdf,11.0,,lunedì 10 marzo 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 VIS RDOM 1:00 9:00 MOR RDOM 1:00 9:00 TAM RIPO 1:00 9:00 TAM RIPO 1:00 9:00 PAG RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,NORMALE,8,09:00,17:00,"115 PAG 09.00-17.00 8,0 9:00 15:00 VIS 09.00-17.00 8,0 9:00 17:00 CIR 08.00-16.00 8,0 8:00 16:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,NORMALE,6,12:30,18:30,"VIS 12.30-18.30 6,0 12:30 18:30 PAC 13.00-19.00 6,0 13:00 19:00 VIS 12.00-18.00 6,0 12:00 18:00 MOR 12.30-18.30 6,0 12:30 18:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,NORMALE,6,09:00,15:00,"PAC 09.00-15.00 6,0 9:00 15:00 CIR 08.00-14.00 6,0 8:00 14:00 MOR 08.00-14.00 6,0 8:00 14:00 CIR 09.00-15.00 6,0 9:00 15:00 PAG 08.00-14.00 6,0 8:00 14:00 PAC 09.00-15.00 6,0 9:00 15:00 VIS 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,NORMALE,6,15:00,21:00,"CIR 15.00-21.00 6,0 15:00 21:00 PAC 14.00-20.00 6,0 14:00 20:00 VIS 14.00-20.00 6,0 14:00 20:00 PAG 15.00-21.00 6,0 15:00 21:00 CIR 14.00-20.00 6,0 14:00 20:00 MOR 15.00-21.00 6,0 15:00 21:00 PAC 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,RIPO,,01:00,09:00,MOR RIPO 1:00 9:00 MOR RDOM 1:00 9:00 PAC RIPO 1:00 9:00 PAC RDOM 1:00 9:00 VIS RDOM 1:00 9:00 CIR RIPO 1:00 9:00 CIR RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 12_17.03-23.03.25 -PISA.pdf,12.0,,lunedì 17 marzo 2025,VIS,RIPO,,01:00,09:00,VIS RIPO 1:00 9:00 PAG RIPO 1:00 9:00 PAG RDOM 1:00 9:00 TAM RIPO 1:00 9:00 TAM RIPO 1:00 9:00 TAM RDOM 1:00 9:00,Periodo 1 (Gen-Apr),,,False,,False
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,NORMALE,8,09:00,17:00,"115 VIS 09.00-17.00 8,0 9:00 17:00 PAG 11.30-17.30 6,0 11:30 17:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,NORMALE,6,12:30,18:30,"VIS 12.30-18.30 6,0 12:30 18:30 TAM 13.00-19.00 6,0 13:00 19:00 PAC 14.00-20.00 6,0 14:00 20:00 PAC 12.00-19.00 7,0 12:00 19:00 TAM 12.30-18.30 6,0 12:30 18:30",Periodo 1 (Gen-Apr),,,False,,False
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,NORMALE,6,09:00,15:00,"PAC 09.00-15.00 6,0 9:00 15:00 TAM 08.00-14.00 6,0 8:00 14:00 PAG 08.00-14.00 6,0 8:00 14:00 MOR 09.00-15.00 6,0 9:00 15:00 PAG 08.00-14.00 6,0 8:00 14:00 CIR 09.00-15.00 6,0 9:00 15:00 VIS 08.00-14.00 6,0 8:00 14:00",Periodo 1 (Gen-Apr),,,False,,False
ROTA 13_24.03-30.03.25 -PISA.pdf,13.0,,lunedì 24 marzo 2025,VIS,NORMALE,6,15:00,21:00,"MOR 15.00-21.00 6,0 15:00 21:00 PAC 14.00-20.00 6,0 14:00 20:00 VIS 14.00-20.00 6,0 14:00 20:00 VIS 15.00-21.00 6,0 15:00 21:00 CIR 14.00-20.00 6,0 14:00 20:00 TAM 15.00-21.00 6,0 15:00 21:00 CIR 14.00-22.00 8,0 14:00 22:00",Periodo 1 (Gen-Apr),,,False,,False
